CDR_ID,IMEI,Phone_Number,Operator,Location,Timestamp,Call_Duration,Data_Used_MB,IP_Address
CDR_000471,IMEI_V2,9844209023,Vodafone,Kolkata,2026-08-24 15:46:30.904573,1410,327,227.66.72.25
CDR_000472,IMEI_1,9887955630,Vodafone,Hyderabad,2026-09-09 16:46:30.904573,2839,371,25.11.54.180
CDR_000473,IMEI_V1,9817348634,Vodafone,Pune,2026-08-22 02:46:30.904573,2768,99,69.107.88.201
CDR_000474,IMEI_V2,9870619741,Vodafone,Kolkata,2026-08-29 08:46:30.904573,3472,70,138.133.127.172
CDR_000475,IMEI_V1,9892532449,Jio,Bangalore,2026-08-21 03:46:30.904573,3418,271,209.71.138.116
CDR_000476,IMEI_5,9862512525,Jio,Mumbai,2026-09-12 21:46:30.904573,2778,485,39.117.72.219
CDR_000477,IMEI_V3,9823379595,Vodafone,Chennai,2026-09-08 09:46:30.904573,2989,499,99.243.86.165
CDR_000478,IMEI_V1,9837336792,Airtel,Mumbai,2026-09-11 09:46:30.904573,2472,13,244.45.15.111
CDR_000479,IMEI_1,9822848923,Airtel,Hyderabad,2026-09-17 10:46:30.904573,1375,34,204.188.176.47
CDR_000480,IMEI_V3,9821079813,BSNL,Delhi,2026-08-29 04:46:30.904573,526,81,231.189.174.211
CDR_000481,IMEI_V2,9834858966,Airtel,Chennai,2026-09-10 15:46:30.904573,1623,434,105.135.142.115
CDR_000482,IMEI_V1,9875860370,BSNL,Chennai,2026-09-09 21:46:30.904573,1017,273,24.200.249.96
CDR_000483,IMEI_V1,9862114269,BSNL,Kolkata,2026-09-14 10:46:30.904573,2389,313,226.191.22.170
CDR_000484,IMEI_5,9859856812,Vodafone,Chennai,2026-08-21 12:46:30.904573,3269,16,191.245.28.242
CDR_000485,IMEI_1,9825213864,Jio,Bangalore,2026-09-01 21:46:30.904573,1419,163,82.208.37.46
CDR_000486,IMEI_V3,9840459093,Airtel,Mumbai,2026-09-13 00:46:30.904573,1760,96,214.70.119.101
CDR_000487,IMEI_V1,9811295233,Vodafone,Chennai,2026-09-11 18:46:30.904573,3102,231,245.235.204.194
CDR_000488,IMEI_2,9839324083,Airtel,Pune,2026-09-14 19:46:30.904573,998,354,195.247.8.70
CDR_000489,IMEI_V1,9830911573,Airtel,Kolkata,2026-08-31 13:46:30.904573,1195,227,224.152.122.197
CDR_000490,IMEI_4,9843200968,Jio,Mumbai,2026-08-30 12:46:30.904573,1440,56,38.231.196.61
CDR_000491,IMEI_V3,9856898220,Jio,Pune,2026-09-19 05:46:30.904573,406,130,41.69.173.222
CDR_000492,IMEI_4,9884226051,Jio,Hyderabad,2026-09-07 04:46:30.904573,83,120,186.15.191.206
CDR_000493,IMEI_V1,9869802142,Vodafone,Chennai,2026-08-28 05:46:30.904573,1362,316,189.190.10.157
CDR_000494,IMEI_V1,9812669875,Vodafone,Kolkata,2026-09-18 18:46:30.904573,2318,342,243.239.42.53
CDR_000495,IMEI_V2,9859181417,Jio,Chennai,2026-08-29 08:46:30.904573,2251,449,223.221.118.98
CDR_000496,IMEI_V3,9835015070,Jio,Bangalore,2026-08-25 09:46:30.904573,1537,493,87.191.118.59
CDR_000497,IMEI_1,9885538323,Jio,Delhi,2026-09-14 11:46:30.904573,671,495,136.78.219.0
CDR_000498,IMEI_3,9875220384,Airtel,Pune,2026-09-18 05:46:30.904573,3362,123,80.46.80.7
CDR_000499,IMEI_V2,9831627427,Airtel,Pune,2026-08-21 02:46:30.904573,949,261,11.104.76.221
